,Scientific Name,Common Name,Maturity,Pollution Removal Per Year
,Acer platanoides,Maple - Norway,Mature,323.6,-0.130256,51.531531  
,Tilia europaea,Lime - Common,Mature,288.4,-0.182175,51.559315  
,Platanus x hispanica,London plane,Middle aged,428,-0.132923,51.517442 
,Tilia europaea,Lime - Common,Mature,265,-0.182981,51.5461  
,Platanus x hispanica,London plane,Mature,250.7,-0.13766,51.552229  
,Sorbus aria,Whitebeam,Middle aged,44.5,-0.192624,51.540452   
,Acer saccharinum 'Laciniatum',Wier maple,Mature,310.8,-0.127157,51.547264  
,Malus domestica cultivar,Apple,Middle aged,87.5,-0.131789,51.546382  
,Tilia europaea,Lime - Common,Middle aged,244,-0.117442,51.525729 
,Platanus x hispanica,London plane,Middle aged,428,-0.122734,51.524586 
,Acer pseudoplatanus,Sycamore,Middle aged,346.7,-0.143309,51.527355   
,Ginkgo biloba,Maidenhair tree,Juvenile,,-0.140195,51.534126   
,Acer platanoides,Maple - Norway,Mature,162.2,-0.135207,51.520552  
,Acer negundo,Maple - Boxelder,Middle aged,76.3,-0.150129,51.557632 
,Malus unidentified species,Apple,Middle aged,13.7,-0.109052,51.518414  
,Platanus x hispanica,London plane,Mature,169.6,-0.120695,51.519327  
,Ilex aquifolium,Holly,Juvenile,,-0.162342,51.551739    
,Salix caprea,Willow - Goat,Middle aged,31.1,-0.146107,51.568914 
,Tilia europaea,Lime - Common,Mature,162.2,-0.155079,51.541309  
,Aesculus hippocastanum,Horse Chestnut,Middle aged,167,-0.142608,51.56731  
,Acer rubrum,Maple - Red,Middle aged,212.2,-0.126633,51.515087 
,Platanus x hispanica,London plane,Mature,434.6,-0.165346,51.551505  
,Tilia euchlora,Lime - Caucasian,Middle aged,40.2,-0.145402,51.567401 
,Platanus x hispanica,London plane,Mature,278.2,-0.206752,51.553451  
,Sorbus aria,Whitebeam,Mature,157.7,-0.188226,51.538698    
,Platanus x hispanica,London plane,Mature,305.7,-0.141308,51.565643  
,Acer pseudoplatanus,Sycamore,Middle aged,216.8,-0.175746,51.54361   
,Alnus cordata,Alder - Italian,Juvenile,3.5,-0.174227,51.558536  
,Prunus unidentified species,Cherry,Middle aged,29.3,-0.164615,51.537784  
,Prunus sargentii 'Rancho',Cherry - Sargent's,Juvenile,12.6,-0.133151,51.548078 
,Populus tremula,Aspen,Mature,271.1,-0.196409,51.548007    
,Tilia europaea,Lime - Common,Mature,559.6,-0.175882,51.540091  
,Acer platanoides,Maple - Norway,Middle aged,135.6,-0.195916,51.547257 
,Crataegus monogyna,Hawthorn - Common,Middle aged,3.7,-0.148997,51.558856 
,Platanus x hispanica,London plane,Middle aged,125.5,-0.195267,51.551647 
,Crataegus monogyna,Hawthorn - Common,Middle aged,47.5,-0.182584,51.550757 
,Acer pseudoplatanus,Sycamore,Mature,309.6,-0.152555,51.550609    
,Betula jacquemontii,Birch - Himalayan,Middle aged,29.6,-0.134295,51.518621 
,Acer pseudoplatanus,Sycamore,Middle aged,109.5,-0.180245,51.564066   
,Acer campestre,Maple - Field,Mature,178.3,-0.127566,51.543866  
,Robinia pseudoacacia,False Acacia,Mature,218.3,-0.131485,51.532736   
,Acer platanoides 'Columare',Maple - Column Norway,Middle
,Amelanchier lamarckii,June Berry,Juvenile,,-0.16968,51.546877   
,Quercus ilex,"Oak - Evergreen Holm",Middle aged,70.6,-0.115749,51.525844
,Tilia europaea,Lime - Common,Mature,40.6,-0.190813,51.537448  
,Prunus kanzan,Cherry - Double pint,Juvenile,11.6,-0.14039,51.530007 
,Sambucus nigra,Elder,Middle aged,,-0.162536,51.552061   
,Platanus x hispanica,London plane,Mature,248.7,-0.127367,51.517349  
,Pinus sylvestris,Pine - Scots,Juvenile,,-0.149897,51.544994  
,Betula pendula,Birch - Silver,Not Applicable,,-0.146131,51.569095 
,Quercus robur,"Oak - Common Pedunculate",Middle aged,26,-0.182966,51.547062
,Sorbus intermedia,Whitebeam - Swedish,Middle aged,23.5,-0.189545,51.537916 
,Platanus x hispanica,London plane,Middle aged,4.7,-0.122565,51.537839 
,Sorbus aucuparia,"Rowan Mountain Ash",Middle aged,97.2,-0.164187,51.551327 
,Acer platanoides,Maple - Norway,Mature,405.1,-0.142697,51.534644  
,Pyrus calleryana 'Chanticclere,Pear - Chanticclere,Middle aged,24.8,-0.133946,51.552031
,Tilia euchlora,Lime - Caucasian,Middle aged,242.2,-0.165825,51.547146 
,Acer pseudoplatanus,Sycamore,Middle aged,246.5,-0.193521,51.553552   
,Platanus x hispanica,London plane,Mature,1278.7,-0.141753,51.567728  
,Carpinus betulus,Hornbeam,Juvenile,,-0.162093,51.552145    
,Acer campestre 'Streetwise',Maple - Field,Middle aged,14.2,-0.153182,51.548941
,Prunus subhirtella 'Autumnalis,Cherry - Rosebud,Not Applicable,3.5,-0.159479,51.550659
,Malus domestica cultivar,Apple,Middle aged,,-0.160558,51.543617  
,Ilex x altaclarensis,Holly,Middle aged,97.8,-0.145795,51.569421  
,Carpinus betulus,Hornbeam,Mature,327.2,-0.164305,51.545382    
,Alnus cordata,Alder - Italian,Mature,282.2,-0.151392,51.551885  
,Betula pendula,Birch - Silver,Middle aged,29.6,-0.147788,51.556156 
,Sorbus aucuparia,"Rowan Mountain Ash",Middle aged,12.6,-0.158221,51.552979 
,Catalpa bignonioides,Indian Bean Tree,Middle aged,93.9,-0.120221,51.526241 
,Prunus subhirtella 'Autumnalis,Cherry - Rosebud,Juvenile,9.9,-0.162911,51.554716 
,Liquidambar styraciflua,Sweet Gum,Juvenile,,-0.178194,51.544585   
,Robinia pseudoacacia,False Acacia,Middle aged,25.2,-0.184209,51.539622  
,Pyrus calleryana 'Chanticclere,Pear - Chanticclere,Middle aged,94.2,-0.194916,51.550088
,Platanus x hispanica,London plane,Mature,904.4,-0.124605,51.516293  
,Platanus x hispanica,London plane,Mature,420.2,-0.140234,51.528161  
,Betula pendula,Birch - Silver,Mature,11.8,-0.182248,51.541076  
,Ilex x altaclarensis,Holly,Mature,168.4,-0.145937,51.570235   
,Malus 'Profusion',Maple,Mature,59.4,-0.153851,51.554965    
,Amelanchier lamarckii,June Berry,Middle aged,21.5,-0.149758,51.547188  
,Prunus cerasifera,Plum,Mature,46.1,-0.139434,51.537706    
,Acer pseudoplatanus,Sycamore,Middle aged,,-0.142299,51.55569   
,Acer pseudoplatanus,Sycamore,Middle aged,169.6,-0.1511,51.557516   
,Acer pseudoplatanus,Sycamore,Mature,,-0.136927,51.541044    
,Amelanchier lamarckii,June Berry,Juvenile,,-0.151803,51.547875   
,Betula pendula,Birch - Silver,Mature,111.5,-0.153856,51.546124  
,Crataegus monogyna,Hawthorn - Common,Middle aged,100.5,-0.149129,51.558971 
,Acer platanoides,Maple - Norway,Middle aged,276.7,-0.1895,51.537312 
,Tilia euchlora,Lime - Caucasian,Juvenile,80.5,-0.168163,51.550399  
,Tilia europaea,Lime - Common,Mature,86.7,-0.183597,51.556028  
,Platanus x hispanica,London plane,Mature,1910.1,-0.116463,51.516935  
,Tilia europaea,Lime - Common,Mature,219.6,-0.202008,51.552509  
,Betula papyrifera,Paper birch,Middle aged,67.1,-0.194676,51.543994  
,Ailanthus altissima,Tree of Heaven,Mature,258.6,-0.128268,51.527283  
,Sorbus intermedia,Whitebeam - Swedish,Mature,85.9,-0.163812,51.554388  
,Pyrus salicifolia 'Pendula',Pear - Weeping leaved,Juvenile,7.4,-0.172884,51.543388
,Acer pseudoplatanus,Sycamore,Mature,194.7,-0.146793,51.56876    
,Sorbus x arnoldiana Schouten,Rowan,Juvenile,3.5,-0.164905,51.554521  
,Prunus dulcis,Almond,Mature,41.8,-0.177242,51.5405    
,Malus unidentified species,Apple,Middle aged,23.7,-0.139208,51.539141  
,Sambucus nigra,Elder,Mature,37.1,-0.176978,51.543845    
,Sorbus aria,Whitebeam,Juvenile,3.5,-0.138503,51.544064    
,Acer rubrum,Maple - Red,Middle aged,66.6,-0.14864,51.542908 
,Sorbus aria,Whitebeam,Mature,39.3,-0.137388,51.547722    
,Fraxinus excelsior,Ash,Middle aged,,-0.134562,51.536491   
,Platanus x hispanica,London plane,Mature,285.4,-0.141451,51.56612  
,Malus Tschonoskii,Apple - Crab,Middle aged,34.4,-0.16424,51.550832 
,Platanus x hispanica,London plane,Mature,1161.6,-0.130682,51.530377  
,Betula pendula,Birch - Silver,Middle aged,29.6,-0.192478,51.550003 
,Crataegus monogyna,Hawthorn - Common,Mature,23.3,-0.14886,51.55873  
,Platanus x hispanica,London plane,Mature,340.3,-0.167489,51.540892  
,Betula pendula 'Dalecarlica',Birch - Cut-leaved,Juvenile,10.8,-0.151272,51.539749 
,Betula pendula,Birch - Silver,Mature,120,-0.128564,51.547507  
,Ailanthus altissima,Tree of Heaven,Mature,1145.8,-0.132237,51.527363  
,Tilia cordata,Lime - Small-leaved,Mature,423.3,-0.16057,51.541679  
,Prunus cerasifera 'Pissardii',Plum,Middle aged,67.7,-0.151112,51.54779  
,Quercus rubra,Oak - Red,Middle aged,128.7,-0.121984,51.523991 
,Sorbus aria,Whitebeam,Mature,97.2,-0.152713,51.551588    
,Malus adirondack,Apple - Crab,Juvenile,3.8,-0.177051,51.554174  
,Fraxinus oxycarpa 'Raywood',Ash - Narrow-leafed,Middle aged,27.3,-0.14821,51.546788
,Platanus x hispanica,London plane,Mature,615.5,-0.131618,51.53116  
,Acer pseudoplatanus,Sycamore,Mature,77.2,-0.193109,51.540505    
,Tilia platyphyllos,Lime - Large-leaved,Mature,190.5,-0.164138,51.557268  
,Platanus x hispanica,London plane,Mature,1464.2,-0.117585,51.515534  
,Carpinus betulus 'Fasticiata',Hornbeam,Juvenile,29.3,-0.130845,51.528281   
,Betula pendula,Birch - Silver,Middle aged,29.6,-0.133271,51.547531 
,Acer pseudoplatanus,Sycamore,Mature,198.3,-0.154766,51.543576    
,Ginkgo biloba,Maidenhair tree,Juvenile,29.9,-0.159357,51.544206   
,Platanus x hispanica,London plane,Middle aged,111.9,-0.176285,51.543429 
,Populus nigra 'Italica',Poplar - Lombardy,Mature,106.8,-0.189346,51.536765 
,Ligustrum lucidum,Privet - Chinese,Middle aged,18.3,-0.136079,51.537791 
,Platanus x hispanica,London plane,Mature,945.4,-0.172197,51.540529  
,Platanus x hispanica,London plane,Mature,584,-0.133923,51.530294  
,Platanus x hispanica,London plane,Mature,466.2,-0.164723,51.535917  
,Populus tremula,Aspen,Juvenile,8.3,-0.139877,51.529492    
,Acer platanoides,Maple - Norway,Middle aged,331.2,-0.143873,51.566843 
,Malus 'Profusion',Maple,Middle aged,65.7,-0.187078,51.537995   
,Fraxinus excelsior,Ash,Mature,233.5,-0.143534,51.528804    
,Platanus x hispanica,London plane,Mature,428,-0.130653,51.538027  
,Fraxinus excelsior 'Jaspidea',Ash - Yellow,Middle aged,48.2,-0.134051,51.551828
,Populus nigra,Poplar -Black,Mature,223.9,-0.147293,51.557125   
,Sorbus intermedia,Whitebeam - Swedish,Juvenile,,-0.134704,51.546429  
,Sorbus intermedia,Whitebeam - Swedish,Mature,181.4,-0.1575,51.54396  
,Platanus x hispanica,London plane,Mature,352.1,-0.211452,51.553429  
,Eriobotrya japonica,Loquat,Mature,76,-0.140793,51.54482    
,Corylus colurna,Hazel - Turkish,Mature,46.1,-0.147518,51.565798  
,Aesculus hippocastanum,Horse Chestnut,Over Mature,2028.5,-0.182701,51.559256  
,Prunus cerasifera,Plum,Mature,92.7,-0.152366,51.552985    
,Ginkgo biloba,Maidenhair tree,Middle aged,106.1,-0.157455,51.541042  
,Platanus x hispanica,London plane,Mature,823.5,-0.130412,51.535223  
,Sorbus,Rowan,Mature,39.3,-0.162693,51.557149     
,Platanus x hispanica,London plane,Juvenile,16.3,-0.131684,51.540165  
,Alnus cordata,Alder - Italian,Middle aged,438.7,-0.129501,51.527597 
,Sorbus intermedia,Whitebeam - Swedish,Middle aged,23.5,-0.189731,51.537863 
,Tilia europaea,Lime - Common,Middle aged,244,-0.133859,51.552667 
,Platanus x hispanica,London plane,Mature,1490.5,-0.129484,51.52506  
,Aesculus hippocastanum,Horse Chestnut,Not Applicable,,-0.174608,51.555267  
,Fraxinus excelsior,Ash,Mature,323,-0.12757,51.546697    
,Liquidambar styraciflua,Sweet Gum,Juvenile,9.3,-0.15202,51.545072   
,Betula pendula,Birch - Silver,Middle aged,104.3,-0.186981,51.549473 
,Tilia platyphyllos,Lime - Large-leaved,Mature,416.8,-0.167372,51.545764  
,Betula pendula,Birch - Silver,Mature,240.3,-0.157166,51.548072  
,Quercus robur,"Oak - Common Pedunculate",Middle aged,190.9,-0.146691,51.545781
,Corporate Landlord,Aesculus hippocastanum,55,,186072,-0.18221   
,Malus 'Rudolph',Apple - Crab,Juvenile,10.7,-0.144739,51.546558  
,Robinia pseudoacacia,False Acacia,Juvenile,67.7,-0.118906,51.522373   
,Platanus x hispanica,London plane,Mature,626,-0.135776,51.521916  
,Robinia pseudoacacia,False Acacia,Mature,,-0.172904,51.546739   
,Fraxinus excelsior,Ash,Mature,350.6,-0.169747,51.544042    
,Sorbus aucuparia,"Rowan Mountain Ash",Middle aged,3.5,-0.143441,51.548137 
,Robinia pseudoacacia,False Acacia,Mature,272.7,-0.161999,51.544586   
,Platanus x hispanica,London plane,Mature,1337.7,-0.138992,51.544843  
,Betula pendula,Birch - Silver,Mature,293,-0.169823,51.539608  
,Platanus x hispanica,London plane,Mature,710.1,-0.139409,51.539059  
,Platanus x hispanica,London plane,Mature,1424.7,-0.154081,51.553315  
,Platanus x hispanica,London plane,Mature,2741.8,-0.121355,51.52483  
,Platanus x hispanica,London plane,Juvenile,41.2,-0.139267,51.544973  
,Prunus cerasifera 'Pissardii',Plum,Middle aged,,-0.180336,51.556364  
,Prunus cerasifera,Plum,Middle aged,33.3,-0.145482,51.554127   
,Prunus kanzan,Cherry - Double pint,Middle aged,31.6,-0.138202,51.53894
,Platanus x hispanica,London plane,Mature,863.4,-0.197674,51.554324  
,Betula pendula,Birch - Silver,Mature,201.3,-0.183237,51.540735  
,Robinia pseudoacacia,False Acacia,Middle aged,68,-0.130418,51.541709  
,Tilia cordata,Lime - Small-leaved,Veteran,416.8,-0.188821,51.538168  
,Betula pubescens,"Birch - Downy Hairy",Mature,276.3,-0.178844,51.561245 
,Platanus x hispanica,London plane,Mature,248.7,-0.194707,51.547027  
,Carpinus betulus,Hornbeam,Juvenile,,-0.132508,51.537046    
,Acer platanoides,Maple - Norway,Middle aged,85.3,-0.138168,51.532493 
,Acer platanoides,Maple - Norway,Mature,456.3,-0.1541,51.550476  
,Sambucus nigra,Elder,Mature,97.2,-0.181279,51.554974    
,Platanus x hispanica,London plane,Mature,111.9,-0.20852,51.555522  
,Platanus x hispanica,London plane,Mature,667,-0.206464,51.55328  
,Betula pendula,Birch - Silver,Middle aged,80.3,-0.187287,51.548859 
,Platanus x hispanica,London plane,Mature,594.5,-0.143878,51.556259  
,Malus unidentified species,Apple,Middle aged,13.7,-0.164433,51.543869  
,Liquidambar styraciflua,Sweet Gum,Juvenile,9.3,-0.186359,51.554736   
,Betula jacquemontii,Birch - Himalayan,Middle aged,58.8,-0.139889,51.528494 
,Crataegus crus-galli,Hawthorn - Cockspur thorn,Mature,12.8,-0.159914,51.555364 
,Betula pendula,Birch - Silver,Mature,312.1,-0.12902,51.547331  
,Gleditsia triacanthos,Honey Locust,Mature,127.1,-0.135022,51.532606   
,Pyrus calleryana 'Chanticclere,Pear - Chanticclere,Juvenile,3,-0.148761,51.551952 
,Prunus cerasifera 'Pissardii',Plum,Mature,119.3,-0.185198,51.537481   
,Malus 'Rudolph',Apple - Crab,Juvenile,3.8,-0.151161,51.551719  
,Acer rubrum,Maple - Red,Middle aged,12.6,-0.146381,51.542035 
,Carpinus betulus,Hornbeam,Mature,365.4,-0.197739,51.543623    
,Acer pseudoplatanus,Sycamore,Mature,395,-0.136884,51.543436    
,Fraxinus excelsior,Ash,Mature,841.5,-0.184766,51.558997    
,Magnolia Susan,Magnolia,Juvenile,,-0.130825,51.548917    
,Platanus x hispanica,London plane,Mature,333,-0.144321,51.535809  
,Crataegus monogyna,Hawthorn - Common,Middle aged,39.7,-0.162953,51.555103 
,Pinus unidentified species,Pine,Not Applicable,,-0.14958,51.55235  
,Fraxinus excelsior,Ash,Mature,,-0.145556,51.562728    
,Amelanchier arborea Robin Hill,June berry,Juvenile,2.6,-0.165019,51.544152 
,Photinia x fraseri 'Red Robin',Red Robin,Middle
,Prunus kanzan,Cherry - Double pint,Mature,97.2,-0.178033,51.555105 
,Platanus x hispanica,London plane,Mature,773.5,-0.116532,51.518245  
,Ilex aquifolium,Holly,Juvenile,,-0.162226,51.551712    
,Fraxinus unidentified species,Ash,Mature,476.7,-0.121605,51.527436   
,Platanus x hispanica,London plane,Mature,230.9,-0.144357,51.563933  
,Tilia europaea,Lime - Common,Juvenile,4.5,-0.128272,51.524798  
,Betula pendula,Birch - Silver,Middle aged,29.6,-0.142517,51.557472 
,Aesculus x carnea,Horse chestnut - Red,Mature,342.5,-0.122206,51.528684
,Tilia europaea,Lime - Common,Mature,190.5,-0.136972,51.533354  
,Sorbus torminalis,Rowan,Juvenile,,-0.143818,51.55808    
,Ailanthus altissima,Tree of Heaven,Mature,358.8,-0.13847,51.533153  
,Betula pendula,Birch - Silver,Middle aged,29.6,-0.133296,51.547544 
,Tilia europaea,Lime - Common,Mature,162.2,-0.174465,51.55228  
,Ulmus lobel,Elm - Lobel's,Juvenile,7.6,-0.187338,51.538901  
,Platanus x hispanica,London plane,Mature,471.2,-0.112335,51.519884  
,Platanus x hispanica,London plane,Mature,76.4,-0.149588,51.557248  
,Tilia europaea,Lime - Common,Mature,142.9,-0.1498,51.558915  
,Acer pseudoplatanus,Sycamore,Mature,357.3,-0.184484,51.559681    
,Acer pseudoplatanus,Sycamore,Middle aged,361,-0.157917,51.544223   
,Photinia x fraseri 'Red Robin',Red Robin,Middle
,Fraxinus oxycarpa 'Raywood',Ash - Narrow-leafed,Mature,252.1,-0.138048,51.521772 
,Cornus kousa Milky Way,,Juvenile,,,  
,Prunus sargentii 'Rancho',Cherry - Sargent's,Juvenile,20.4,-0.19001,51.543174 
,Taxus baccata,Yew - common,Mature,385.5,-0.142468,51.567942  
,Platanus x hispanica,London plane,Juvenile,16.3,-0.122388,51.524134  
,Platanus x hispanica,London plane,Middle aged,,-0.151884,51.551705 
,Fraxinus excelsior,Ash,Mature,116.5,-0.132172,51.549687    
,Platanus x hispanica,London plane,Middle aged,357.1,-0.17263,51.541195 
,Tilia cordata,Lime - Small-leaved,Mature,423.3,-0.159807,51.541732  
,Sambucus nigra,Elder,Middle aged,,-0.177448,51.555025   
,Prunus avium 'Plena',Cherry - Double white,Juvenile,11.6,-0.152242,51.55334
,Pyrus unidentified species,Pear,Middle aged,3,-0.133562,51.54659  
,Acer platanoides 'Drummondii',Maple - Silver veriegated
,Fraxinus excelsior,Ash,Mature,473.4,-0.135454,51.53712    
,Pittosporum tenuifolium,Pittosporum,Mature,97.2,-0.179049,51.548262    
,Platanus x hispanica,London plane,Mature,258.9,-0.145125,51.562416  
,Acer cappadocicum,Maple - Caucasian,Mature,163,-0.198668,51.549842  
,Platanus x hispanica,London plane,Mature,1314.1,-0.117527,51.515484  
,Tilia europaea,Lime - Common,Mature,450.6,-0.149613,51.549527  
,Tilia europaea,Lime - Common,Middle aged,162.2,-0.154899,51.551199 
,Acer platanoides,Maple - Norway,Middle aged,182.3,-0.156011,51.54806 
,Fraxinus excelsior,Ash,Juvenile,10.7,-0.125547,51.523903    
,Castanea sativa,Sweet Chestnut,Mature,306.9,-0.120516,51.528156   
,Platanus x hispanica,London plane,Mature,584,-0.206823,51.553506  
,Platanus x hispanica,London plane,Middle aged,187,-0.115146,51.523825 
,Prunus padus,Cherry - Bird,Middle aged,18.3,-0.138215,51.5466 
,Prunus cerasifera 'Pissardii',Plum,Mature,39.3,-0.138295,51.537573   
,Acer negundo,Maple - Boxelder,Mature,392.7,-0.122572,51.524035  
,Fraxinus oxycarpa 'Raywood',Ash - Narrow-leafed,Mature,118.6,-0.188978,51.536579 
,Sambucus nigra,Elder,Not Applicable,,-0.139063,51.53866   
,Tilia europaea,Lime - Common,Mature,112.6,-0.171906,51.552862  
,Tilia europaea,Lime - Common,Mature,162.2,-0.189281,51.541843  
,Quercus robur,"Oak - Common Pedunculate",Middle aged,190.9,-0.116796,51.522154
,Morus alba,Mulberry - White,Juvenile,,-0.152681,51.551758  
,Platanus x hispanica,London plane,Mature,301.6,-0.139527,51.538111  
,Taxus baccata,Yew - common,Mature,530.2,-0.180766,51.555478  
,Acer saccharinum 'Laciniatum',Wier maple,Mature,146.7,-0.13654,51.527565  
,Taxus baccata,Yew - common,Mature,385.5,-0.142338,51.567962  
,Prunus cerasifera,Plum,Middle aged,88.5,-0.151892,51.545992   
,Prunus unidentified hybrid,Cherry,Middle aged,59.5,-0.130843,51.535852  
,Aesculus hippocastanum,Horse Chestnut,Middle aged,49.3,-0.165517,51.554246  
,Quercus ilex,"Oak - Evergreen Holm",Middle aged,84.9,-0.181177,51.555131
,Prunus laurocerasus,Laurel - Cherry,Mature,162,-0.163013,51.541489  
,Platanus x hispanica,London plane,Mature,1057,-0.154336,51.552669  
,Platanus x hispanica,London plane,Middle aged,38,-0.122076,51.518699 
,Quercus robur,"Oak - Common Pedunculate",Juvenile,,-0.161595,51.543249 
,Platanus x hispanica,London plane,Mature,381.7,-0.136482,51.522688  
,Sorbus aucuparia 'Asplenifolia,Rowan - Cut leaved,Middle
,Betula pendula,Birch - Silver,Middle aged,18.2,-0.156022,51.5557 
,Tilia cordata,Lime - Small-leaved,Mature,86.7,-0.15884,51.541589  
,Platanus x hispanica,London plane,Mature,1172.1,-0.115898,51.516935  
,Platanus x hispanica,London plane,Mature,508.4,-0.173821,51.544005  
,Chamaecyparis unidentified spe,Cypress,Middle aged,,-0.116791,51.527678  
,Platanus x hispanica,London plane,Middle aged,250.7,-0.17582,51.552974 
,Photinia x fraseri 'Red Robin',Red Robin,Juvenile,,-0.136353,51.539965
,Tilia euchlora,Lime - Caucasian,Mature,294.9,-0.186255,51.549243  
,Betula jacquemontii,Birch - Himalayan,Middle aged,135.1,-0.124066,51.529049 
,Platanus x hispanica,London plane,Mature,823.5,-0.131647,51.528009  
,Platanus x hispanica,London plane,Mature,823.5,-0.144221,51.528716  
,Acer pseudoplatanus,Sycamore,Juvenile,77.2,-0.135417,51.54522    
,Betula pendula,Birch - Silver,Middle aged,29.6,-0.131525,51.533547 
,Ilex aquifolium,Holly,Middle aged,52.4,-0.117282,51.51674   
,Fagus sylvatica,Beech - Common,Juvenile,4.5,-0.148589,51.544432  
,Acer campestre,Maple - Field,Middle aged,35.8,-0.181498,51.555563 
,Prunus 'Accolade',Cherry,Juvenile,,-0.150482,51.53897    
,Tilia europaea,Lime - Common,Mature,68.6,-0.139118,51.532725  
,Zelkova serrata Green Vase,Zelkova - Japanese,Juvenile,,-0.124659,51.524038
,Castanea sativa,Sweet Chestnut,Mature,271.9,-0.116742,51.518748   
,Acer platanoides,Maple - Norway,Middle aged,96.1,-0.147187,51.546499 
,Amelanchier lamarckii,June Berry,Middle aged,8.6,-0.196386,51.552843  
,Platanus x hispanica,London plane,Middle aged,357.1,-0.129734,51.532536 
,Rhus typhina,Sumach - Stag's horn,Mature,142.6,-0.161787,51.549639 
,Lagerstroemia indica Rosa Nova,Crape myrtle,Middle aged,35.1,-0.202337,51.551117
,Corylus avellana,Hazel - Common,Middle aged,76,-0.125222,51.523474 
,Platanus x hispanica,London plane,Mature,453,-0.156583,51.551883  
,Corporate Landlord,Ilex aquifolium,19,3.4,185559,-0.19802   
,Betula pubescens,"Birch - Downy Hairy",Mature,100.5,-0.197683,51.543211 
,Platanus x hispanica,London plane,Mature,945.4,-0.127392,51.520819  
,Acer pseudoplatanus,Sycamore,Mature,546,-0.14879,51.548885    
,Tilia europaea,Lime - Common,Mature,15.9,-0.179927,51.557895  
,Sambucus nigra,Elder,Middle aged,25.2,-0.150312,51.558465   
,Amelanchier lamarckii,June Berry,Middle aged,9.2,-0.19064,51.557703  
,Sorbus 'Joseph Rock',Rowan - Yellow berried,Juvenile,3.5,-0.15507,51.555056
,Platanus x hispanica,London plane,Mature,301.6,-0.130598,51.542102  
,Betula pendula,Birch - Silver,Mature,249.1,-0.161583,51.552257  
,Castanea sativa,Sweet Chestnut,Juvenile,67.7,-0.140358,51.544666   
,Acer platanoides,Maple - Norway,Middle aged,390.6,-0.123784,51.52717 
,Acer pseudoplatanus,Sycamore,Mature,672.7,-0.153663,51.547184    
,Platanus x hispanica,London plane,Mature,526,-0.116022,51.525986  
,Robinia pseudoacacia,False Acacia,Mature,168.4,-0.187682,51.539972   
,Acer pseudoplatanus,Sycamore,Middle aged,76.3,-0.153875,51.546645   
,Platanus x hispanica,London plane,Mature,1010.3,-0.13463,51.537055  
,Populus nigra 'Italica',Poplar - Lombardy,Mature,106.8,-0.149541,51.55774 
,Prunus avium,"Cherry - Wild Gean",Mature,68,-0.144033,51.569106 
,Malus adirondack,Apple - Crab,Juvenile,3.8,-0.155411,51.542616  
,Amelanchier alnifolia obelisk,June berry - Upright,Juvenile,2.6,-0.164535,51.546714
,Acer pseudoplatanus,Sycamore,Mature,357.3,-0.193377,51.553493    
,Acer platanoides,Maple - Norway,Mature,142.9,-0.152084,51.547625  
,Cotoneaster frigidus,Cotoneaster,Juvenile,,-0.206975,51.553056    
,Crataegus x prunifolia,Hawthorn,Juvenile,,-0.166486,51.548815   
,Platanus x hispanica,London plane,Mature,1038.3,-0.176051,51.553142  
,Prunus laurocerasus,Laurel - Cherry,Mature,35.1,-0.141026,51.558329  
,Sorbus,Rowan,Juvenile,9.9,-0.200311,51.547079     
,Acer platanoides 'Unknown vari,Maple - Norway,Mature,244,-0.150621,51.551873
,Platanus x hispanica,London plane,Mature,1075.6,-0.132058,51.53501  
,Platanus x hispanica,London plane,Mature,415.8,-0.13913,51.542764  
,Malus adirondack,Apple - Crab,Juvenile,6.1,-0.208678,51.55332  
,Robinia pseudoacacia,False Acacia,Middle aged,271.9,-0.119899,51.527884  
,Platanus x hispanica,London plane,Mature,471.2,-0.110378,51.519433  
,Amelanchier arborea Robin Hill,June berry,Juvenile,2.6,-0.150247,51.547173 
,Photinia x fraseri 'Red Robin',Red Robin,Juvenile,,-0.195097,51.540405
,Acer rubrum,Maple - Red,Mature,702.3,-0.143261,51.56723  
,Platanus x hispanica,London plane,Mature,456,-0.131895,51.542549  
,Tilia euchlora,Lime - Caucasian,Middle aged,390.6,-0.156007,51.548839 
,Acer platanoides,Maple - Norway,Mature,335.4,-0.144982,51.544397  
,Sorbus aucuparia,"Rowan Mountain Ash",Middle aged,12.6,-0.127058,51.522676 
,Platanus x hispanica,London plane,Middle aged,111.9,-0.155992,51.540985 
,Prunus x hillieri 'Spire',Cherry,Juvenile,3.5,-0.126944,51.514052  
,Prunus avium 'Plena',Cherry - Double white,Juvenile,3.2,-0.142106,51.531319
,Acer negundo,Maple - Boxelder,Middle aged,149.5,-0.190818,51.54933 
,Chamaecyparis lawsoniana,Cypress - Lawson,Middle aged,70.9,-0.14299,51.567229 
,Acer platanoides,Maple - Norway,Mature,215.4,-0.172961,51.555891  
,Liquidambar styraciflua,Sweet Gum,Middle aged,63.4,-0.117841,51.523842  
,Sorbus aucuparia,"Rowan Mountain Ash",Middle aged,21.9,-0.166992,51.555133 
,Tilia cordata,Lime - Small-leaved,Middle aged,49.3,-0.161689,51.558497 
,Prunus kanzan,Cherry - Double pint,Mature,97.2,-0.201755,51.549341 
,Platanus x hispanica,London plane,Mature,1131.6,-0.121477,51.526064  
,Tilia europaea,Lime - Common,Mature,350.2,-0.149206,51.57039  
